GRB	photon_index	photon_index_err	trigger_date	trigger_time	T90	z	ra	dec
140619A	2.2	0.145	2014-06-19	11:38:35	233.9	n/a	01:48:26.11	-39:15:33.6
140620A	2.1	0.27	2014-06-20	05:15:28.02	n/a	2.04	18:47:29.02	+49:43:51.3
140622A	1.6	0.52	2014-06-22	09:36:04	0.13	n/a	21:08:41.53	-14:25:09.5
140623A	1.4	0.8400000000000001	2014-06-23	05:22:06.60	110.0	1.92	15:01:54.33	+81:11:26.5
140626A	2.0	0.275	2014-06-26	00:33:01	16.4	n/a	05:09:30.89	-82:37:49.9
140628A	2.0	0.22	2014-06-28	13:35:37	10.5	n/a	02:42:39.92	-00:23:04.9
140629A	2.0	0.0859	2014-06-29	14:17:30	42.0	2.275	16:35:54.49	+41:52:36.7
140703A	1.9	0.0890499999999999	2014-07-03	00:37:17	67.1	3.14	00:51:58.98	+45:06:06.9
140706A	1.8	0.21	2014-07-06	19:33:33	48.3	n/a	03:17:10.62	-38:03:05.8
140709	2.1	0.135	n/a	n/a	n/a	n/a	09:44:13.25	+63:31:46.2
140709A	2.0	0.145	2014-07-09	01:13:41	98.6	n/a	20:18:38.94	+51:13:29.6
140710A	2.1	0.285	2014-07-10	10:16:40	3.52	0.558	02:44:16.29	+35:29:56.7
140713A	1.8	0.155	2014-07-13	18:43:45	5.3	n/a	18:44:25.40	+59:38:00.5
140716A	1.9	0.595	2014-07-16	10:27:57.3	104.0	n/a	07:12:41.10	-60:10:31.4
140719A	2.2	0.205	2014-07-19	05:53:55.2	48.0	n/a	11:26:24.20	-50:08:06.4
140730A	2.1	0.25	2014-07-30	19:43:51	41.3	n/a	03:45:35.72	-66:32:42.4
140801A	1.7	0.53	2014-08-01	18:59:53.26	7.0	1.32	02:56:16.48	+30:56:16.8
140808A	1.8	0.8800000000000001	2014-08-08	00:54:00.62	4.7	3.29	14:44:53.27	+49:12:52.2
140815A	2.2	3.225	n/a	n/a	8.0	n/a	05:47:34.13	-08:40:48.3
140817A	1.9	0.1	2014-08-17	07:02:01	244.0	n/a	08:29:03.35	+58:11:24.4
140818	2.4	0.32	n/a	n/a	n/a	n/a	18:04:32.49	-01:23:10.5
140818A	2.2	0.4549999999999999	2014-08-18	05:31:28	109.0	n/a	13:18:15.05	+06:55:21.6
140824A	2.1	0.31	2014-08-24	08:40:28	3.09	n/a	13:46:28.11	+33:17:37.6
140903A	1.6	0.14	2014-09-03	15:00:30	0.3	0.351	15:52:03.28	+27:36:09.4
140907A	2.2	0.12	2014-09-07	16:07:08	79.2	1.21	03:12:35.05	+46:36:17.0
140909A	3.3	1.8	2014-09-09	06:56:51	128.0	n/a	12:54:26.57	+63:30:58.5
140916A	2.1	0.0907999999999999	2014-09-16	10:43:47	80.1	n/a	02:41:35.89	-39:41:11.2
140919A	2.1	0.11	2014-09-19	15:15:15	151.3	n/a	14:46:08.96	-32:10:35.4
140927A	1.9	0.3	2014-09-27	05:15:11	6.26	n/a	19:27:10.12	-65:23:37.1
140928A	1.9	0.27	2014-09-28	10:29:53.55	14.0	n/a	02:54:47.73	-55:55:43.5
140930	1.7	0.19	n/a	n/a	n/a	n/a	00:25:23.40	+24:17:41.7
141004A	1.9	0.16	2014-10-04	23:20:54	3.92	0.573	05:06:56.11	+12:49:10.1
141005A	2.1	0.235	2014-10-05	05:13:06	4.34	n/a	19:24:22.36	+36:05:41.9
141015A	1.6	0.38	2014-10-15	09:12:59	11.0	n/a	05:50:04.43	+18:19:47.6
141017A	2.1	0.125	2014-10-17	18:25:28	55.7	n/a	06:14:31.19	-58:34:56.5
141020A	1.8	0.1699999999999999	2014-10-20	07:48:39	15.55	n/a	14:59:58.94	+55:18:46.7
141022A	2.6	0.515	2014-10-22	01:27:42	8.72	n/a	16:07:29.08	-72:07:30.8
141026A	2.0	0.295	2014-10-26	02:36:51	146.0	n/a	02:56:20.28	+26:55:42.4
141028A	2.5	0.765	2014-10-28	10:54:46.78	31.5	2.33	21:30:24.45	-00:13:55.6
141031	1.8	0.4549999999999999	n/a	n/a	n/a	n/a	23:47:37.17	+41:21:08.1
141031A	1.5	0.125	2014-10-31	07:18:26	920.0	n/a	08:34:25.98	-59:10:05.4
141109	1.9	0.165	n/a	n/a	n/a	n/a	14:49:12.74	+73:07:51.0
141109A	1.9	0.11	2014-11-09	05:49:55	200.0	2.993	09:38:07.40	-00:36:28.6
141121A	1.9	0.1149999999999999	2014-11-21	03:50:43	549.9	1.47	08:10:40.68	+22:13:02.7
141130A	2.3	0.275	2014-11-30	23:10:56	62.9	n/a	14:51:17.28	+47:19:06.3
141212	2.1	0.615	n/a	n/a	n/a	n/a	16:43:30.30	+31:45:01.8
141212A	1.9	0.77	2014-12-12	12:14:01	0.3	0.596	02:36:29.97	+18:08:49.9
141215A	1.5	0.51	2014-12-15	13:26:16	11.0	n/a	11:55:50.35	-52:49:34.2
141220A	1.8	0.185	2014-12-20	06:02:52	7.21	1.3195	13:00:15.70	+32:08:47.2
141221A	2.3	0.215	2014-12-21	08:07:10	36.9	1.452	13:13:09.00	+08:12:18.3
141225A	1.6	0.125	2014-12-25	23:01:07	40.24	0.915	09:15:06.77	+33:47:30.9
150101	2.4	0.495	n/a	n/a	n/a	n/a	12:32:04.98	-10:56:00.7
150101A	1.9	1.95	2015-01-01	06:28:53	0.06	n/a	20:50:24.82	+36:43:58.9
150103A	1.8	0.385	2015-01-03	20:02:18	49.1	n/a	08:46:39.83	-48:53:09.2
150110	2.4	0.31	n/a	n/a	n/a	n/a	19:17:29.98	+32:31:24.2
150120	2.2	0.175	n/a	n/a	n/a	n/a	02:37:09.77	+08:04:40.6
150120A	2.1	0.4649999999999999	2015-01-20	02:57:46	1.2	0.46	00:41:16.53	+33:59:41.5
150201A	2.4	0.165	2015-02-01	13:46:59	26.1	n/a	00:47:19.84	-37:37:07.8
150202	2.3	0.8300000000000001	n/a	n/a	n/a	n/a	05:47:49.07	+58:49:46.7
150202A	2.1	0.195	2015-02-02	23:10:02	25.7	n/a	02:36:54.54	-33:08:53.2
150203A	2.1	0.365	2015-02-03	04:09:07	25.8	n/a	06:33:35.80	+06:57:13.4
150204A	3.9	2.55	2015-02-04	06:31:08	12.0	n/a	10:40:55.83	-64:02:22.7
150206A	1.8	0.06055	2015-02-06	14:30:02	83.2	2.087	00:40:17.59	-63:10:55.9
150211A	1.9	0.2	2015-02-11	11:52:11	13.6	n/a	16:59:26.21	+55:23:36.2
150212A	2.4	0.4649999999999999	2015-02-12	10:57:19	11.4	n/a	19:01:55.62	+47:21:51.7
150213	1.7	0.28	n/a	n/a	n/a	n/a	16:53:48.56	+34:11:19.6
150213B	1.71	0.28	n/a	n/a	181.0	n/a	16:53:48.675	+34:11:19.3
150219A	2.1	0.405	2015-02-19	12:31:14	36.0	n/a	18:05:00.31	-41:35:39.0
150222A	2.4	0.19	2015-02-22	16:56:40	15.9	n/a	13:15:08.72	-12:09:07.4
150301	1.8	0.14135	n/a	n/a	n/a	n/a	05:56:40.04	-57:58:10.4
150301A	n/a	n/a	2015-03-01	01:04:28	0.48	n/a	16:17:13.13	-48:42:47.2
150302A	2.2	0.77	2015-03-02	05:42:36	23.74	n/a	11:42:07.44	+36:48:39.6
150309A	2.0	0.12	2015-03-09	23:03:06	242.0	n/a	18:28:24.68	+86:25:43.6
150314A	1.9	0.0855499999999999	2015-03-14	04:55:16	14.79	1.758	08:26:40.84	+63:50:03.4
150317A	2.4	0.385	2015-03-17	04:22:42	23.29	n/a	09:15:56.31	+55:27:56.4
150318A	2.0	0.38	2015-03-18	07:04:53	83.88	n/a	21:40:01.52	-61:27:24.2
150323	1.5	0.7	n/a	n/a	n/a	n/a	17:21:49.08	+38:19:07.3
150323A	2.1	0.21	2015-03-23	02:49:14	149.6	0.593	08:32:42.73	+45:27:52.9
150323C	2.5	0.27	2015-03-23	17:05:21	159.4	n/a	12:50:28.05	+50:11:28.5
150403A	1.7	0.0422	2015-04-03	21:54:16	40.9	2.06	20:46:01.13	-62:42:40.0
150413A	1.77	0.09	2015-04-13	13:54:58	263.6	3.139	12:41:41.98	+71:50:28.0
150423A	1.5	0.31	2015-04-23	06:28:04	0.22	n/a	14:46:18.96	+12:17:00.3
150424A	2.0	0.175	2015-04-24	07:42:57	91.0	n/a	10:09:13.36	-26:37:51.2
150428	1.9	0.11905	n/a	n/a	n/a	n/a	19:30:33.46	+04:07:30.7
150428A	1.9	0.3349999999999999	2015-04-28	01:30:40	53.2	n/a	12:34:09.21	+06:57:13.2
150430A	2.1	0.14	2015-04-30	00:21:28	107.1	n/a	21:45:55.17	-27:54:06.4
150514A	1.8	0.37	2015-05-14	18:35:05.35	10.8	0.807	04:59:30.46	-60:58:07.0
150518A	3.5	0.8700000000000001	2015-05-18	21:42:14	n/a	0.256	15:36:48.23	+16:19:47.4
150523A	1.8	0.205	2015-05-23	09:29:48.08	74.2	n/a	07:41:08.68	-45:25:13.5
150527A	1.9	0.345	2015-05-27	06:48:55	112.0	n/a	19:15:50.32	+04:12:07.0
150530A	1.9	0.485	2015-05-30	11:42:18	6.62	n/a	21:50:02.94	+57:30:59.8
150607A	1.8	0.1149999999999999	2015-06-07	07:55:09	26.3	n/a	09:19:57.15	+68:26:09.9
150608A	1.8	0.275	2015-06-08	11:46:50	n/a	n/a	00:52:40.10	-00:38:39.3
150615A	2.4	0.245	2015-06-15	04:42:27	27.6	n/a	07:10:15.54	-22:26:56.7
150616A	2.2	0.0904	2015-06-16	22:49:19	599.5	n/a	20:58:52.02	-53:23:37.2
150622A	1.9	0.955	2015-06-22	10:23:43	n/a	n/a	16:49:49.54	-52:50:59.9
150626	2.0	0.145	n/a	n/a	n/a	n/a	12:30:32.02	+66:46:18.6
150626A	2.1	0.195	2015-06-26	02:12:49	144.0	n/a	07:25:20.81	-37:46:50.6
150627A	1.9	0.135	2015-06-27	04:23:23.68	65.0	n/a	07:49:52.96	-51:29:22.5
150710	1.3	0.465	n/a	n/a	n/a	n/a	05:32:52.47	-46:56:31.4
150711A	2.1	0.185	2015-07-11	18:23:03	64.2	n/a	14:46:30.38	-35:27:22.2
150716A	2.1	1.25	2015-07-16	07:06:43	44.0	n/a	18:33:57.02	-12:58:47.1
150720A	2.1	0.36	2015-07-20	14:02:09	151.0	n/a	07:58:19.52	-28:15:45.1
150722A	2.0	0.125	2015-07-22	09:57:53	67.0	n/a	14:33:06.72	-35:11:45.1
150724	2.8	1.35	n/a	n/a	n/a	n/a	23:27:33.89	+03:49:06.4
150724A	2.1	0.165	2015-07-24	05:46:35	280.0	n/a	06:30:14.48	-19:09:52.2
150727A	1.8	0.22	2015-07-27	19:02:02	88.0	0.313	13:35:52.52	-18:19:32.7
150728A	2.7	3.3	2015-07-28	12:51:11	0.83	n/a	19:28:54.92	+33:54:58.0
150801	1.8	0.205	n/a	n/a	n/a	n/a	05:31:51.92	-05:23:21.8
150811A	2.1	0.2299999999999999	2015-08-11	04:06:09	34.0	n/a	19:25:21.38	-15:25:30.8
150817A	1.7	0.105	2015-08-17	02:05:13	38.8	n/a	16:38:31.47	-12:03:10.5
150818A	1.9	0.28	2015-08-18	11:36:32	123.3	0.282	15:21:25.49	+68:20:31.2
150819A	1.4	0.215	2015-08-19	00:50:08	52.1	n/a	02:49:19.94	+09:48:27.1
150821A	2.2	0.15	2015-08-21	09:44:00	172.1	0.755	22:47:39.13	-57:53:38.4
150831	3.0	0.7849999999999999	n/a	n/a	n/a	n/a	18:04:09.29	-27:15:31.2
150831A	1.8	0.43	2015-08-31	10:34:12	1.15	n/a	14:44:05.84	-25:38:06.4
150902A	1.9	0.975	2015-09-02	17:35:39.37	14.0	n/a	14:19:54.89	-69:21:09.8
150907	2.2	0.71	n/a	n/a	n/a	n/a	17:01:12.98	-63:47:06.6
150910A	1.7	0.0757	2015-09-10	09:04:48	112.2	1.359	00:22:40.14	+33:28:22.4
150911A	2.0	0.135	2015-09-11	18:40:21	7.2	n/a	04:29:44.15	+05:44:07.5
150915A	2.3	0.51	2015-09-15	21:18:24	164.7	1.968	21:18:37.88	-34:54:47.9
150925A	1.8	0.215	2015-09-25	04:09:28	121.0	n/a	15:10:08.22	-19:37:58.9
151001	2.2	0.32	n/a	n/a	n/a	n/a	22:27:21.29	+64:41:39.0
151001A	1.8	0.14	2015-10-01	15:04:22	8.94	n/a	15:34:54.90	+10:58:01.9
151006A	2.0	0.16	2015-10-06	09:55:01	203.9	n/a	09:49:42.18	+70:30:10.5
151021A	1.9	0.08895	2015-10-21	01:29:12	110.2	2.33	22:30:34.43	-33:11:50.4
151022A	1.5	0.295	2015-10-22	14:06:32	116.7	n/a	23:16:47.16	+55:48:42.3
151023A	2.5	1.02	2015-10-23	13:43:04	10.66	n/a	18:03:56.33	-08:18:58.3
151027	1.8	0.135	n/a	n/a	n/a	n/a	05:04:52.67	-06:27:00.8
151027A	2.0	0.06265	2015-10-27	03:58:24	129.69	0.81	18:09:56.87	+61:21:12.3
151029A	2.5	0.39	2015-10-29	07:49:39	8.95	1.423	02:34:06.71	-35:23:07.8
151031A	2.1	0.205	2015-10-31	05:50:30	5.0	1.167	05:32:47.02	-39:07:18.7
151111A	1.8	0.175	2015-11-11	08:33:23	76.93	3.5	03:47:22.76	-44:09:41.4
151112A	2.2	0.155	2015-11-12	13:44:48	19.32	4.1	00:08:12.84	-61:39:47.7
151114A	2.0	0.1649999999999999	2015-11-14	09:59:34	4.86	n/a	08:03:46.33	-61:01:40.5
151118A	1.9	0.235	2015-11-18	03:06:30	23.4	n/a	03:48:41.16	+65:54:06.1
151120A	2.0	0.3	2015-11-20	8:22:50	50.0	n/a	10:28:57.92	-32:31:35.4
151127A	2.4	0.675	2015-11-27	09:08:49	0.19	n/a	01:17:54.57	-82:46:15.0
151205A	1.8	0.29	2015-12-05	15:46:00	62.8	n/a	15:17:09.26	+35:44:37.6
151210A	2.0	0.15065	2015-12-10	03:12:56	94.9	n/a	04:20:28.10	-71:15:02.6
151212A	1.9	0.345	2015-12-12	4:00:27	n/a	n/a	04:32:36.15	-03:57:45.2
151215A	2.2	0.175	2015-12-15	03:01:28	17.8	2.59	06:14:20.20	+35:30:58.3
151228	1.9	0.1397499999999999	n/a	n/a	n/a	n/a	22:57:41.89	+08:04:52.9
151229A	2.0	0.14	2015-12-29	06:50:27	1.78	n/a	21:57:28.78	-20:43:55.5
160101A	1.5	0.4	2016-01-01	00:43:52	4.7	n/a	14:38:36.16	-13:48:53.9
160104A	1.9	0.1434	2016-01-04	11:24:10	16.2	n/a	05:07:11.04	+11:19:26.5
160117	1.8	0.11	n/a	n/a	n/a	n/a	08:48:46.72	-16:22:00.8
160117A	1.8	0.11	2016-01-17	10:13:39	118.58	n/a	01:21:28.19	-00:39:19.2
160117B	1.69	0.155	n/a	n/a	60.0	0.87	08:48:46.74	-16:22:00.0
160119A	2.1	0.09395	2016-01-19	03:06:08	116.0	n/a	14:07:41.27	+20:27:39.5
160121A	2.0	0.17	2016-01-21	13:50:37	12.0	1.96	07:16:21.14	-23:35:31.8
160123A	2.0	0.27	2016-01-23	08:58:20	3.95	n/a	10:01:15.03	-33:46:30.6
160127A	1.8	0.145	2016-01-27	08:43:07	6.16	n/a	15:03:55.69	+00:04:22.4
160131A	2.0	0.0577	2016-01-31	08:20:31	325.0	0.972	05:12:40.31	-07:02:59.5
160203A	1.7	0.19	2016-02-03	02:13:10	20.2	3.52	10:47:48.32	-24:47:20.4
160216A	1.9	0.175	2016-02-16	19:10:31	11.0	n/a	20:46:44.21	-71:32:54.0
160220	2.1	0.235	n/a	n/a	n/a	n/a	17:19:27.65	-18:07:26.2
160220A	1.7	0.275	2016-02-20	01:25:25	8.3	n/a	15:47:48.66	-18:33:57.9
160221A	2.0	0.81	2016-02-21	23:49:42	10.0	n/a	15:28:21.69	-28:27:21.1
160223A	n/a	n/a	2016-02-23	01:44:25	127.0	n/a	09:50:23.34	+09:22:09.0
160225A	2.1	0.135	2016-02-25	14:20:56	157.0	n/a	10:56:55.15	+53:40:12.4
160227A	1.7	0.0732	2016-02-27	19:32:08	316.5	2.38	12:59:13.75	+78:40:44.9
160228A	1.6	0.295	2016-02-28	17:34:32	98.36	1.64	07:09:15.89	+26:55:54.3
160303A	1.7	0.24	2016-03-03	10:54:42	5.0	n/a	11:14:48.16	+22:44:31.3
160313A	2.0	0.4	2016-03-13	02:37:15	42.6	n/a	12:15:11.19	+57:17:01.0
160314A	1.9	0.145	2016-03-14	11:32:51	8.73	0.726	07:31:09.80	+16:59:57.4
160321A	1.4	0.37	2016-03-21	15:55:27	33.6	n/a	06:37:40.77	+05:44:52.0
160325A	2.2	0.12115	2016-03-25	07:00:03	64.9	n/a	01:02:36.15	-72:41:47.9
160327A	1.9	0.14	2016-03-27	09:16:07	28.0	n/a	09:46:48.57	+54:00:46.4
160408A	2.0	0.37	2016-04-08	06:25:43	0.32	n/a	08:10:29.93	+71:07:41.7
160410A	1.6	0.585	2016-04-10	05:09:48	8.2	1.717	10:02:44.47	+03:28:41.1
160411A	1.8	0.6599999999999999	2016-04-11	01:28:51	0.36	n/a	23:17:25.67	-40:14:32.4
160412A	2.3	0.31	2016-04-12	04:23:54	31.6	n/a	02:12:11.04	-67:37:36.8
160417A	2.0	0.1162	2016-04-17	04:23:41	15.0	n/a	08:01:01.65	+07:39:46.0
160422A	2.2	0.345	2016-04-22	11:59:00.81	n/a	n/a	02:48:22.70	-57:52:29.9
160425A	2.5	0.15	2016-04-25	23:26:11	304.58	0.555	18:41:18.55	-54:21:36.1
160501A	2.0	0.2	2016-05-01	00:40:31	118.0	n/a	19:05:32.16	-17:14:29.2
160504A	2.0	0.135	2016-05-04	19:30:37	53.9	n/a	11:20:17.35	+56:00:05.3
160506A	2.2	0.225	2016-05-06	03:29:15	254.5	n/a	17:43:23.66	-46:08:03.2
160509A	2.0	0.07585	2016-05-09	08:59:04.36	371.0	1.17	20:47:00.72	+76:06:28.7
160521	3.5	1.85	n/a	n/a	n/a	n/a	09:50:39.92	+79:01:50.5
160525	1.9	0.26	n/a	n/a	n/a	n/a	09:57:32.30	+51:12:23.9
160601A	2.0	0.635	2016-06-01	14:43:02	0.12	n/a	15:39:44.55	+64:32:28.7
160607A	1.9	0.0876	2016-06-07	11:14:00	33.4	n/a	00:54:40.16	-04:56:54.5
160611A	1.9	0.11	2016-06-11	21:40:34	34.1	n/a	10:57:41.36	-70:23:32.7
160623A	1.8	0.145	2016-06-23	05:00:34.23	55.0	0.367	21:01:11.54	+42:13:15.5
160624A	1.6	0.43	2016-06-24	11:27:01	0.2	0.483	22:00:46.21	+29:38:37.8
160625	1.7	0.1699999999999999	n/a	n/a	n/a	n/a	20:34:23.67	+06:55:11.1
160625A	2.2	0.495	2016-06-25	22:40:31	53.9	n/a	11:47:39.81	-65:08:40.7
160629A	2.0	0.5449999999999999	2016-06-29	22:19:30	66.6	3.332	00:19:27.18	+76:58:02.4
160630A	1.8	0.12	2016-06-30	04:04:09	29.5	n/a	13:13:02.19	-56:02:30.7
160703A	1.8	0.6	2016-07-03	12:10:05	44.4	n/a	19:09:40.1	+36:55:08.1
160705	2.0	0.185	n/a	n/a	n/a	n/a	11:12:26.24	+46:41:59.6
160712A	1.9	0.27	2016-07-12	19:53:36	95.0	n/a	20:16:38.36	-26:57:29.6
160716A	2.2	0.92	2016-07-16	01:08:30	6.39	n/a	12:41:45.01	-61:21:03.8
160801A	2.3	0.585	2016-08-01	09:28:30	2.85	n/a	14:11:03.11	+13:29:21.0
160804A	1.9	0.12	2016-08-04	01:32:47	144.2	0.736	14:46:31.21	+09:59:56.2
160815A	1.9	0.155	2016-08-15	11:45:11	8.6	n/a	19:14:09.21	+84:18:50.0
160816A	2.0	0.35	2016-08-16	17:30:58	14.0	n/a	21:29:38.69	+37:07:58.2
160821	2.2	0.26	n/a	n/a	n/a	n/a	18:39:54.30	+62:23:28.8
160824A	2.0	0.145	2016-08-24	23:22:25	99.3	n/a	05:20:21.02	+40:01:41.8
160826A	1.6	0.345	2016-08-26	06:12:38	52.6	n/a	12:12:26.82	-67:39:50.2
160905A	1.9	0.105	2016-09-05	11:18:58	64.0	n/a	10:48:59.03	-50:48:03.4
160910A	1.6	0.5	2016-09-10	17:19:39.15	24.3	n/a	14:45:46.04	+39:04:01.2
160912A	1.8	0.1	2016-09-12	16:07:43	48.0	n/a	20:05:59.79	+57:33:55.8
160917A	1.8	0.215	2016-09-17	11:30:19	16.0	n/a	19:42:39.93	+46:24:14.1
160927A	1.7	0.2249999999999999	2016-09-27	18:04:49	0.48	n/a	17:04:58.20	+17:19:55.2
161001A	2.0	0.155	2016-10-01	01:05:16	2.6	n/a	04:47:40.84	-57:15:39.6
161004	2.0	0.175	n/a	n/a	n/a	n/a	07:28:36.24	-39:53:52.8
161004A	1.6	0.16	2016-10-04	12:58:28	1.08	n/a	17:32:36.57	-00:57:03.1
161007A	1.9	0.28	2016-10-07	21:25:43	201.7	n/a	06:53:38.15	+23:18:24.2
161010A	1.8	0.175	2016-10-10	13:36:32	n/a	n/a	18:20:51.47	-28:47:06.4
161011A	1.9	0.13	2016-10-11	05:54:54	4.3	n/a	16:22:54.88	+08:18:39.7
161014A	1.8	0.105	2016-10-14	12:31:22	18.3	2.823	22:10:35.42	+07:28:07.6
161015A	1.0	1.005	2016-10-15	17:03:07.04	n/a	n/a	17:57:00.48	+30:22:25.4
161017A	2.0	0.0906	2016-10-17	17:51:51	216.3	2.013	09:31:04.53	+43:07:35.0
161022A	1.8	0.11	2016-10-22	02:43:40	7.3	n/a	08:36:00.34	+54:20:53.9
161023A	2.1	0.22	2016-10-23	22:38:40	45.0	2.708	20:44:05.23	-47:39:48.5
161104A	1.5	1.08	2016-11-04	09:42:26	0.1	n/a	05:11:34.45	-51:27:36.4
161105A	1.9	0.2299999999999999	2016-11-05	04:53:02	177.3	n/a	08:00:44.10	-44:46:30.8
161108A	2.0	0.205	2016-11-08	03:32:33	105.1	1.159	12:03:09.10	+24:52:05.5
161113A	2.1	0.22	2016-11-13	17:30:26	42.6	n/a	11:59:10.50	-05:18:32.9
161117	2.1	0.24	n/a	n/a	n/a	n/a	19:55:18.00	-67:42:09.1
161117A	2.0	0.0776999999999999	2016-11-17	01:35:36	125.7	1.549	21:28:12.59	-29:36:50.0
161129A	1.8	0.125	2016-11-29	07:11:39	35.53	0.645	21:04:54.66	+32:08:05.5
161202A	2.7	0.245	2016-12-02	23:12:52	181.0	n/a	23:47:36.68	+19:38:49.6
161214	2.0	0.14	n/a	n/a	n/a	n/a	00:15:24.34	+07:21:09.3
161214B	2.05	0.175	n/a	n/a	24.8	n/a	00:15:24.28	+07:21:08.4
161217A	1.9	0.185	2016-12-17	01:27:34	18.2	n/a	10:02:36.25	+52:21:32.5
161219B	1.8	0.057	2016-12-19	18:48:39	6.94	0.1475	06:06:51.428	-26:47:29.52
161220A	2.0	0.245	2016-12-20	08:33:30	6.0	n/a	23:23:23.03	-47:30:04.9
161224A	1.7	0.58	2016-12-24	22:13:34.64	47.04	n/a	13:39:15.80	-18:01:43.8
170111A	1.7	0.165	2017-01-11	00:33:28	29.9	n/a	01:22:47.34	-32:33:53.7
170112A	2.1	0.75	n/a	n/a	0.06	n/a	01:00:55.7	-17:13:57.9
170113A	1.8	0.0697	2017-01-13	10:04:05	20.66	1.968	04:06:55.96	-71:56:34.4
170115A	2.4	0.8400000000000001	2017-01-15	20:50:08	48.0	n/a	22:08:33.30	+13:43:42.1
170126A	1.7	0.365	2017-01-26	11:30:42	9.5	n/a	17:34:31.90	-64:45:38.9
170127	1.6	0.36	n/a	n/a	n/a	n/a	01:19:54.47	-30:21:28.6
170127A	2.1	0.4	2017-01-27	14:21:15	62.26	n/a	11:37:26.46	-45:50:09.6
170202A	2.0	0.125	2017-02-02	18:28:02	46.2	3.645	10:10:03.48	+05:00:41.0
170205A	1.9	0.13	2017-02-05	12:39:09	26.1	n/a	17:28:40.65	-00:03:47.0
170206	2.4	0.49	n/a	n/a	n/a	n/a	18:07:04.93	+11:11:37.8
170208	2.2	0.14	n/a	n/a	n/a	n/a	08:28:34.54	-09:01:48.3
170208A	2.0	0.18	2017-02-08	18:11:16	7.45	n/a	11:06:15.51	-46:46:05.2
170214A	1.9	0.455	2017-02-14	15:34:26.92	123.0	2.53	17:05:21.94	-01:53:14.9
170306A	2.0	0.235	2017-03-06	07:06:12	17.8	n/a	17:32:16.76	-44:44:52.9
170311A	1.6	0.29	2017-03-11	08:08:42	6.32	n/a	18:42:21.46	-30:02:45.3
170317A	2.0	0.1016499999999999	2017-03-17	09:45:59	11.94	n/a	06:12:14.88	+50:29:34.9
170318	2.2	0.6	n/a	n/a	n/a	n/a	18:57:13.46	+06:17:57.0
170318A	0.94	0.31	2017-03-18	12:11:56	133.7	n/a	20:22:40.12	+28:24:21.6
170318B	1.6	0.4	n/a	n/a	160.0	n/a	18:57:13.47	+06:17:57.0
170330A	1.9	0.12	2017-03-30	22:29:51	144.73	n/a	18:53:19.31	-13:25:52.3
170331A	2.4	0.355	2017-03-31	01:40:46	17.57	n/a	21:35:10.07	-24:23:10.9
170405A	1.8	0.0910499999999999	2017-04-05	18:39:48	164.7	3.51	14:39:18.66	-25:14:36.9
170419A	1.8	0.345	2017-04-19	13:26:40	8.18	n/a	05:19:25.14	-21:25:25.8
170428A	3.0	1.13	2017-04-28	09:13:42	0.2	0.454	22:00:18.76	+26:54:57.1
170510A	1.9	0.36	2017-05-10	05:12:25.73	128.0	n/a	10:40:36.94	-39:12:44.9
170516A	2.1	0.245	2017-05-16	12:49:20	36.78	n/a	02:46:16.43	-55:54:34.5
170519A	2.0	0.0892	2017-05-19	05:10:02	216.4	0.818	10:53:42.49	+25:22:26.7
170524	2.5	0.9	n/a	n/a	n/a	n/a	06:03:28.32	-17:04:58.7
170524A	1.9	1.6	2017-05-24	19:49:15	0.1	n/a	21:17:56.72	+48:36:24.8
170526A	2.5	0.745	2017-05-26	13:35:08	7.9	n/a	00:18:49.71	+01:16:37.5
170531	2.0	0.135	n/a	n/a	n/a	n/a	19:07:32.00	-16:25:09.2
170531A	2.3	1.3	2017-05-31	20:07:32	26.74	n/a	08:05:00.68	-14:01:26.1
170604A	1.8	0.0758	2017-06-04	19:08:50	26.7	1.329	22:50:37.49	-15:24:44.6
170607A	1.9	0.0682	2017-06-07	23:21:33	23.0	0.557	00:29:27.83	+09:14:35.5
170626A	1.7	0.0753	2017-06-26	09:37:23	12.94	n/a	11:01:34.08	+56:28:35.2
170629A	1.7	0.275	2017-06-29	12:53:33	34.4	n/a	08:39:56.48	-46:34:16.9
170705A	1.9	0.05905	2017-07-05	02:45:47	217.3	2.01	12:46:48.95	+18:18:25.8
170710A	2.0	0.265	2017-07-10	00:45:44	32.6	n/a	15:27:16.84	-38:29:06.0
170711A	2.1	0.185	2017-07-11	22:20:25	31.3	n/a	03:03:12.13	+47:50:56.8
170714A	1.9	0.04985	2017-07-14	12:25:32	1000.0	0.793	02:17:23.96	+01:59:28.3
170728	1.8	0.07455	n/a	n/a	n/a	n/a	15:51:55.44	+70:07:21.4
170728A	2.1	0.225	2017-07-28	06:53:28	1.25	n/a	03:55:33.21	+12:10:53.2
170803A	1.8	0.12	2017-08-03	17:30:27	3.82	n/a	11:39:44.21	-16:18:36.8
170804A	1.9	0.15	2017-08-04	12:01:37	43.4	n/a	00:25:34.23	-64:47:03.7
170810A	1.9	0.08785	2017-08-10	22:01:41	152.4	n/a	12:31:45.33	+03:39:38.4
170813A	1.9	0.375	2017-08-13	01:13:16	75.5	n/a	13:24:13.74	-05:29:26.7
170822A	1.8	0.0876	2017-08-22	09:11:51	64.0	n/a	06:17:32.74	+55:00:14.8
170827A	n/a	n/a	2017-08-27	05:12:28	94.0	n/a	18:24:36.19	-40:12:05.8
